file_path,class_name
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2762.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4373.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4220.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-2675.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3716.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1141.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-7847.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-2668.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-2664.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4710.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3602.png,Lung_Opacity
VIN/e8fbbd3a478837f5b5c497874e492fdf.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-1317.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1319.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-4558.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-900.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5980.png,Lung_Opacity
VIN/c890e59919d68b8940fec64e89afd97a.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4721.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2673.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-1110.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-8931.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-90.png,Viral Pneumonia
VIN/d06ae8bf3c1a859ca62cbcf727d6fb9f.png,Normal
VIN/21f4f5c12bd2926d61ba5e544301ebf7.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5104.png,Lung_Opacity
VIN/ef6d2fab876840a16f94ba07acca61d2.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1159.png,Lung_Opacity
VIN/9c3b5b630780ec04680da02ac412cd8a.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-3209.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-6757.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-6068.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-825.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3546.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2198.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-3127.png,COVID
VIN/1b2a7adb5705d9e3f5b63939046d93c7.png,Fibrosis
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1901.png,Lung_Opacity
VIN/1011ae892025e8bc5cd3686ba304f5a1.png,Normal
VIN/2591164d62a43e6d97a560800247cd5e.png,Normal
VIN/b76cca59757045fa3cedad238c878354.png,Fibrosis
VIN/1c20d41293aef2aadd04e8bfe511cc2c.png,Normal
VIN/eecdfedb9dd7ec250776966f36945801.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4079.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-3360.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-9737.png,Normal
VIN/e8d9fffe6ef4c59d01e8e64cf5c7466c.png,Fibrosis
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1686.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-394.png,COVID
VIN/7f9362b6d6a6c2e7651ff63b576bd635.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-2032.png,COVID
VIN/6371c2201020a3f7e4c5a56f8f7a4fea.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-1124.png,COVID
VIN/3b0daa93bd5fce03d9ad97e01a3847f3.png,Normal
VIN/e98adf2184ec33f2943df9bb4e810bec.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-4946.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-3538.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-9104.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-3473.png,Normal
VIN/8bc39f906a38931070b45fe1ea57b244.png,Normal
VIN/76f9ba9dfd4eee882b68e671977ce16d.png,Normal
VIN/4cfc490f49c25569f4f2590ad88ae115.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-9456.png,Normal
VIN/a4980680a489acd84fad209f1c550d21.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-2070.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1914.png,Lung_Opacity
VIN/a12d7581c038cab72dd46a87ca8f69d8.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2335.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-8088.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-1182.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-59.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Normal\images\Normal-8282.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-6538.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2185.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-2745.png,COVID
COVID-19_Radiography_Dataset\COVID\images\COVID-1817.png,COVID
COVID-19_Radiography_Dataset\COVID\images\COVID-433.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-8393.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4759.png,Lung_Opacity
VIN/5da459bb842baf8b844d998f5b6c996c.png,Fibrosis
VIN/b0df2d378c04b59dbd0f7c20352c35e8.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1036.png,Lung_Opacity
VIN/f7f2c7b7de803edef843253e080338f8.png,Normal
VIN/3d957f1f680a75f5e39c5a286f2088b4.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5534.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-8125.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-1975.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-8709.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-1075.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3399.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5235.png,Lung_Opacity
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-624.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Normal\images\Normal-6368.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-2122.png,COVID
VIN/a137951bfa9be68fec6cb6ef0a679d20.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-4225.png,Normal
VIN/e1c88be08dcb3f9baca7cb67c77fbcf9.png,Normal
VIN/175a32c129d93a255273bcd58c91094b.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-415.png,COVID
VIN/b4faf90679534ac80ab9113365203dc0.png,Lung_Opacity
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-692.png,Viral Pneumonia
COVID-19_Radiography_Dataset\COVID\images\COVID-2207.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-2900.png,Normal
VIN/6376cd649fe5087d1a19a5ea150b1a22.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2338.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-6824.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2013.png,Lung_Opacity
VIN/e56fcab38fcea191e1f7d6338e59eaaf.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-189.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2895.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-7696.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-1295.png,COVID
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-1247.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Normal\images\Normal-5320.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-412.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1972.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-66.png,COVID
COVID-19_Radiography_Dataset\COVID\images\COVID-2772.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-425.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-2358.png,COVID
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-903.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3753.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-4751.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-1029.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Normal\images\Normal-2326.png,Normal
VIN/86ed145076c4724d5a735bd6854db360.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-2626.png,COVID
VIN/efc99e6559135ef9ba8a9beccfdfa9d5.png,Normal
VIN/15b164c54f0bf0baac308b47a45a1468.png,Lung_Opacity
VIN/5d7f365c257bcaf7a4a4119e26ead6d6.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-910.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-144.png,COVID
COVID-19_Radiography_Dataset\COVID\images\COVID-1185.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2091.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-6898.png,Normal
VIN/41981decf2f67490e917ab06a55a677c.png,Lung_Opacity
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-849.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2896.png,Lung_Opacity
VIN/d8db391df13764be9a9b560f8581bf9b.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-3614.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-9564.png,Normal
VIN/0a9909b1cd924cd593151ba2d3d3dd55.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-6859.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-1554.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-3241.png,Normal
VIN/a7e934cb433dc7724548f996f5cccbce.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-5862.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-371.png,Viral Pneumonia
VIN/cb5533c9383bef445346503223e9c3e7.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-9734.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4793.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-4940.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4340.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-2272.png,Normal
VIN/afe34c8c9dc37efd1d28b7319c2c6079.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-191.png,Viral Pneumonia
COVID-19_Radiography_Dataset\Normal\images\Normal-6765.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-2832.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3845.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3213.png,Lung_Opacity
VIN/e027b36f1ea7050945a0519dfd18790d.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-146.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-5858.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-9526.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-6507.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-1316.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5158.png,Lung_Opacity
VIN/ab5a33b1a98f405f60d41b563e741164.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-2477.png,COVID
VIN/983bb1fe3d1c3d009b4dbc470a2be49e.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3179.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3356.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1685.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-4817.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5640.png,Lung_Opacity
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-1174.png,Viral Pneumonia
VIN/48c44319fb3ad32555821ee0c74e6719.png,Fibrosis
VIN/3b4323fc59f8c80fd69a6748d4d92eaa.png,Fibrosis
COVID-19_Radiography_Dataset\Normal\images\Normal-668.png,Normal
VIN/0bf74ccc6888feb5cc717241a5c826ce.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-1310.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1155.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-2985.png,Normal
VIN/e05b55dd675f21cf1835c60193313d6f.png,Normal
VIN/7bca9e4aa6b3a8786fcb6443bd5d7d0e.png,Normal
VIN/4480579baea23011d76003c4c2b7c016.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-3188.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-6730.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-3506.png,COVID
VIN/2f1fe9e5505c9e66d781ffc8b9a666da.png,Normal
VIN/17e020659d7f13ef04ea22c404f44b78.png,Normal
VIN/f7fd31cb67b22bf95cc94d909b6dd2e3.png,Fibrosis
COVID-19_Radiography_Dataset\COVID\images\COVID-535.png,COVID
COVID-19_Radiography_Dataset\COVID\images\COVID-356.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3387.png,Lung_Opacity
VIN/db8d818bc4047e5c02af17c31bb78009.png,Fibrosis
VIN/abae472458f00047bdcbec40936dd6dc.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-196.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-540.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-9115.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-1404.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-6829.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2066.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3966.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-3544.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-1613.png,Normal
VIN/5da097c62789fb3e38b0fa433f85d913.png,Normal
VIN/f4f673fae6b00cc4c2210882b73555b3.png,Normal
VIN/a838e79ba2e9716bc790a76f7ae1c94e.png,Lung_Opacity
VIN/a0d944e7bc5598c15fa5dc9bb4053bf7.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4426.png,Lung_Opacity
VIN/f58ecf974a05d2f5ece85aa9393cf9d6.png,Lung_Opacity
VIN/f3cff97734391a297ae15824e98e234d.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3486.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5140.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2453.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4621.png,Lung_Opacity
VIN/99b6a685b8c3992e218834b8777e0ce1.png,Fibrosis
VIN/129a1e7753432edd052a2cdbfbaee00e.png,Fibrosis
COVID-19_Radiography_Dataset\Normal\images\Normal-3495.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-678.png,Viral Pneumonia
VIN/6480b6c219bbe0ffd852a83765aac20f.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5590.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-2393.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-3104.png,Normal
VIN/d1605d4007fbbdbec96acce4a834d10b.png,Fibrosis
VIN/d7aea6f37597df566725da73655edcc2.png,Lung_Opacity
VIN/25ffa0f11c7bdf9a9d6e48a92379b049.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3703.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1627.png,Lung_Opacity
VIN/2433c13b14d0e06ce293d8c6117672a3.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-1906.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-216.png,Lung_Opacity
VIN/84ba0b4f7173bcd81edb868806d46e86.png,Normal
VIN/018ea9aab6d856c9f9f299b11504de4e.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-163.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2038.png,Lung_Opacity
VIN/07dead6ba9ef577c41b2ad5049f5e9cb.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-520.png,COVID
VIN/ede72bdbae3f743b8febe5433c49d126.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5184.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-9166.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-21.png,Viral Pneumonia
VIN/049e258c0250ad270644ca9074cdbc5c.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-2368.png,Normal
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5652.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4495.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-8388.png,Normal
VIN/706134f7cb42a91aaa6d858852de518b.png,Normal
VIN/081d1700020b6bf0099f1e4d8aeec0f3.png,Fibrosis
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3099.png,Lung_Opacity
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3521.png,Lung_Opacity
COVID-19_Radiography_Dataset\Normal\images\Normal-5293.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-290.png,Viral Pneumonia
VIN/b911c2fdb0b80d9c7214a859aced0a8a.png,Normal
COVID-19_Radiography_Dataset\COVID\images\COVID-2493.png,COVID
COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2728.png,Lung_Opacity
COVID-19_Radiography_Dataset\COVID\images\COVID-3319.png,COVID
COVID-19_Radiography_Dataset\Normal\images\Normal-7947.png,Normal
VIN/f919fb0e73a444db7475e7627c41a64e.png,Normal
COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-1344.png,Viral Pneumonia
VIN/d75727f683a22b927553a622e9f0ee20.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-3997.png,Normal
COVID-19_Radiography_Dataset\Normal\images\Normal-4831.png,Normal
